protein_id,taxa_id,clade,description,domain_id,start,stop,length,genus,species
A0A195DCS0,471704,E,Kelch repeat type 1,PF01344,43,81,832,Trachymyrmex,cornetzi
A0A195DF69,471704,E,Leucine rich repeat 5,PF13306,155,212,1226,Trachymyrmex,cornetzi
A0A195DFL8,471704,E,RINT-1/Tip20,PF04437,247,726,733,Trachymyrmex,cornetzi
A0A195DP96,471704,E,Leucine-rich repeat,PF13855,349,406,1055,Trachymyrmex,cornetzi
A0A195EC52,471704,E,disorder_prediction,mobidb-lite,1335,1354,1792,Trachymyrmex,cornetzi
A0A195EY61,34720,E,disorder_prediction,mobidb-lite,69,95,526,Trachymyrmex,septentrionalis
A0A195F4K1,34720,E,disorder_prediction,mobidb-lite,762,801,801,Trachymyrmex,septentrionalis
A0A195FBV9,34720,E,disorder_prediction,mobidb-lite,1180,1205,1679,Trachymyrmex,septentrionalis
A0A195FLT0,34720,E,SH2 domain,PF00017,60,134,211,Trachymyrmex,septentrionalis
A0A195FM60,34720,E,Copper type II ascorbate-dependent monooxygenase N-terminal,PF01082,200,327,594,Trachymyrmex,septentrionalis
A0A195FSC1,34720,E,RNA recognition motif domain,PF00076,405,472,4293,Trachymyrmex,septentrionalis
A0A195FSZ5,34720,E,disorder_prediction,mobidb-lite,542,592,800,Trachymyrmex,septentrionalis
A0A199UAB3,3983,E,UDP-glucuronosyl/UDP-glucosyltransferase,PF00201,257,396,400,Manihot,esculenta
A0A199UBB7,3983,E,Leucine-rich repeat 2,PF07723,102,123,176,Manihot,esculenta
A0A199UHN9,4615,E,Replication factor-A protein 1 N-terminal,PF04057,8,101,641,Ananas,comosus
A0A199UKF1,4615,E,Protein BYPASS-related,PF05633,191,267,320,Ananas,comosus
A0A199UWK3,4615,E,Leucine-rich repeat-containing N-terminal plant-type,PF08263,29,65,467,Ananas,comosus
A0A199UX41,4615,E,Short-chain dehydrogenase/reductase SDR,PF00106,40,182,350,Ananas,comosus
A0A199UZR3,4615,E,Bromodomain,PF00439,317,401,671,Ananas,comosus
A0A199V3Z6,4615,E,Phosphoglucose isomerase (PGI),PF00342,70,189,351,Ananas,comosus
A0A199V4R0,4615,E,Alpha/beta hydrolase fold-1,PF12697,44,281,289,Ananas,comosus
A0A199V632,4615,E,Pentatricopeptide repeat,PF12854,245,273,560,Ananas,comosus
A0A199VB13,4615,E,Aprataxin C2HE/C2H2/C2HC zinc finger,PF16278,655,709,736,Ananas,comosus
A0A199VFA1,4615,E,Domain of unknown function DUF4220,PF13968,61,495,782,Ananas,comosus
A0A199VFN4,4615,E,DYW domain,PF14432,583,701,815,Ananas,comosus
A0A199VLM1,4615,E,disorder_prediction,mobidb-lite,61,135,471,Ananas,comosus
A0A199VRT8,4615,E,disorder_prediction,mobidb-lite,1,32,274,Ananas,comosus
A0A199VT16,4615,E,disorder_prediction,mobidb-lite,249,293,293,Ananas,comosus
A0A199VZB2,4615,E,DEAD/DEAH box helicase domain,PF00270,65,226,413,Ananas,comosus
A0A199W666,4615,E,Zinc finger Dof-type,PF02701,29,84,308,Ananas,comosus
A0A199W6P3,4615,E,Glycosyltransferase 2-like,PF00535,22,200,262,Ananas,comosus
A0A1A6FVF7,56216,E,Immunoglobulin V-set domain,PF07686,5,110,368,Neotoma,lepida
A0A1A6FW57,56216,E,Folate receptor-like,PF03024,237,297,343,Neotoma,lepida
A0A1A6FX84,56216,E,Adaptor protein Cbl EF hand-like,PF02761,19,102,715,Neotoma,lepida
A0A1A6G2W9,56216,E,Potentiating neddylation domain,PF03556,166,276,304,Neotoma,lepida
A0A1A6GF32,56216,E,EF-hand domain,PF00036,61,82,121,Neotoma,lepida
A0A1A6GIP5,56216,E,FMN-dependent dehydrogenase,PF01070,2,134,134,Neotoma,lepida
A0A1A6GLF3,56216,E,Zinc finger RanBP2-type,PF00641,467,494,1130,Neotoma,lepida
A0A1A6GN98,56216,E,Carboxylesterase type B,PF00135,6,158,174,Neotoma,lepida
A0A1A6GSG8,56216,E,Uncharacterized protein OS=Neotoma lepida GN=A6R68_02848 PE=4 SV=1,LowComplexity,259,271,652,Neotoma,lepida
A0A1A6GX34,56216,E,Glycosyl transferase family 29,PF00777,3,133,149,Neotoma,lepida
A0A1A6H0T0,56216,E,High mobility group box domain,PF00505,40,115,331,Neotoma,lepida
A0A1A6H115,56216,E,Aminotransferase class-III,PF00202,96,501,505,Neotoma,lepida
A0A1A6HRZ8,56216,E,Drought induced 19 protein type zinc-binding domain,PF05605,6,36,67,Neotoma,lepida
A0A1A7MBM0,5580,E,Fibronectin type III-like domain,PF14310,541,612,624,Aureobasidium,pullulans
A0A1A7MHY9,5580,E,Regulator of chromosome condensation RCC1,PF00415,332,384,572,Aureobasidium,pullulans
A0A1A7MM92,5580,E,disorder_prediction,mobidb-lite,248,371,582,Aureobasidium,pullulans
A0A1A7MR44,5580,E,SH3-domain-containing protein OS=Aureobasidium pullulans GN=AUREO_007110 PE=4 SV=1,CoiledCoil,1202,1223,1276,Aureobasidium,pullulans
A0A1A7MRB8,5580,E,DNA-directed DNA polymerase family B multifunctional domain,PF00136,778,1226,1472,Aureobasidium,pullulans
A0A1A7MRQ8,5580,E,Dienelactone hydrolase,PF01738,32,278,280,Aureobasidium,pullulans
A0A1A7W9D4,60296,E,disorder_prediction,mobidb-lite,26,47,2627,Aphyosemion,striatum
A0A1A7WJ99,60296,E,SWAP switching B-cell complex subunit 70b OS=Aphyosemion striatum GN=SWAP70B PE=4 SV=1,CoiledCoil,467,495,588,Aphyosemion,striatum
A0A1A7WL92,60296,E,SH3 domain,PF14604,9,57,73,Aphyosemion,striatum
A0A1A7WT45,60296,E,disorder_prediction,mobidb-lite,455,720,1980,Aphyosemion,striatum
A0A1A7WW07,60296,E,disorder_prediction,mobidb-lite,630,662,1436,Aphyosemion,striatum
A0A1A7WWZ2,60296,E,Cation-transporting P-type ATPase C-terminal,PF00689,782,984,1013,Aphyosemion,striatum
A0A1A7WXG8,60296,E,Translocated promoter region a (To activated MET oncogene) (Fragment) OS=Aphyosemion striatum GN=TPRA PE=4 SV=1,CoiledCoil,537,598,2106,Aphyosemion,striatum
A0A1A7X323,60296,E,disorder_prediction,mobidb-lite,1076,1144,1171,Aphyosemion,striatum
A0A1A7X480,60296,E,disorder_prediction,mobidb-lite,23,246,1124,Aphyosemion,striatum
A0A1A7X6J5,60296,E,disorder_prediction,mobidb-lite,583,646,1308,Aphyosemion,striatum
A0A1A7X9L3,60296,E,Sirtuin family,PF02146,180,361,471,Aphyosemion,striatum
A0A1A7XBD0,60296,E,disorder_prediction,mobidb-lite,2813,2979,2979,Aphyosemion,striatum
A0A1A7XJL3,60296,E,Filamin/ABP280 repeat-like,PF00630,468,523,940,Aphyosemion,striatum
A0A1A7XKM4,60296,E,disorder_prediction,mobidb-lite,1,45,617,Aphyosemion,striatum
A0A1A7XKZ4,60296,E,disorder_prediction,mobidb-lite,324,398,563,Aphyosemion,striatum
A0A1A7XNC3,60296,E,KIAA2018 (Fragment) OS=Aphyosemion striatum GN=KIAA2018 PE=4 SV=1,CoiledCoil,83,111,1521,Aphyosemion,striatum
A0A1A7XTP8,60296,E,Citron (Rho-interacting serine/threonine kinase 21) (Fragment) OS=Aphyosemion striatum GN=CIT PE=4 SV=1,CoiledCoil,718,739,1832,Aphyosemion,striatum
A0A1A7XTR7,60296,E,disorder_prediction,mobidb-lite,586,622,3148,Aphyosemion,striatum
A0A1A7XWV1,60296,E,ELMO domain,PF04727,292,465,711,Aphyosemion,striatum
A0A1A7YKQ0,60296,E,Thrombospondin type-1 (TSP1) repeat,PF00090,38,84,227,Aphyosemion,striatum
A0A1A7ZBM7,105023,E,disorder_prediction,mobidb-lite,868,898,2032,Nothobranchius,furzeri
A0A1A7ZE24,105023,E,disorder_prediction,mobidb-lite,1195,1215,1215,Nothobranchius,furzeri
A0A1A7ZFN4,105023,E,Filamin/ABP280 repeat-like,PF00630,2230,2381,4653,Nothobranchius,furzeri
A0A1A7ZGN8,105023,E,Cytochrome P450,PF00067,2,152,403,Nothobranchius,furzeri
A0A1A7ZK83,105023,E,Argonaute hook domain,PF10427,860,977,1702,Nothobranchius,furzeri
A0A1A7ZME7,105023,E,disorder_prediction,mobidb-lite,910,980,1017,Nothobranchius,furzeri
A0A1A7ZTD0,105023,E,disorder_prediction,mobidb-lite,452,473,518,Nothobranchius,furzeri
A0A1A7ZUE0,105023,E,disorder_prediction,mobidb-lite,895,954,1854,Nothobranchius,furzeri
A0A1A7ZUM7,105023,E,disorder_prediction,mobidb-lite,1485,1608,4454,Nothobranchius,furzeri
A0A1A7ZWB2,105023,E,PTB/PI domain,PF00640,32,169,508,Nothobranchius,furzeri
A0A1A8A4N6,105023,E,disorder_prediction,mobidb-lite,1,30,775,Nothobranchius,furzeri
A0A1A8A607,105023,E,PMP-22/EMP/MP20/Claudin superfamily,PF13903,20,236,259,Nothobranchius,furzeri
A0A1A8A636,105023,E,SAM-dependent methyltransferase TRM5/TYW2-type,PF02475,17,160,261,Nothobranchius,furzeri
A0A1A8ABB6,105023,E,Cell morphogenesis protein N-terminal,PF14222,243,774,3066,Nothobranchius,furzeri
A0A1A8ABW7,105023,E,disorder_prediction,mobidb-lite,191,255,513,Nothobranchius,furzeri
A0A1A8AF64,105023,E,FF domain,PF01846,665,715,881,Nothobranchius,furzeri
A0A1A8AIC8,105023,E,NADH dehydrogenase ubiquinone Fe-S protein 4 mitochondrial,PF04800,71,164,170,Nothobranchius,furzeri
A0A1A8AK24,105023,E,disorder_prediction,mobidb-lite,198,220,332,Nothobranchius,furzeri
A0A1A8AMA7,105023,E,Protein tyrosine phosphatase receptor type f polypeptide (PTPRF) interacting protein (Liprin) alpha 1 OS=Nothobranchius furzeri GN=PPFIA1 PE=4 SV=1,CoiledCoil,99,127,1213,Nothobranchius,furzeri
A0A1A8ANJ5,105023,E,RNA recognition motif domain,PF00076,336,396,408,Nothobranchius,furzeri
A0A1A8ATC2,105023,E,Cadherin,PF00028,1,61,1448,Nothobranchius,furzeri
A0A1A8B327,105023,E,disorder_prediction,mobidb-lite,1419,1461,1887,Nothobranchius,furzeri
A0A1A8B342,105023,E,Variant SH3 domain,PF07653,57,118,129,Nothobranchius,furzeri
A0A1A8B4B7,105023,E,Variant SH3 domain,PF07653,724,774,1081,Nothobranchius,furzeri
A0A1A8B8F7,105023,E,disorder_prediction,mobidb-lite,133,210,1346,Nothobranchius,furzeri
A0A1A8B8S1,105023,E,disorder_prediction,mobidb-lite,495,526,788,Nothobranchius,furzeri
A0A1A8BA47,1051664,E,Variant SH3 domain,PF07653,513,575,941,Nothobranchius,kadleci
A0A1A8BB77,105023,E,disorder_prediction,mobidb-lite,484,505,520,Nothobranchius,furzeri
A0A1A8BC35,1051664,E,disorder_prediction,mobidb-lite,170,230,662,Nothobranchius,kadleci
A0A1A8BCH5,1051664,E,Collagen triple helix repeat,PF01391,289,347,1240,Nothobranchius,kadleci
A0A1A8BJH4,1051664,E,Orange domain,PF07527,136,172,427,Nothobranchius,kadleci
A0A1A8BMV0,1051664,E,Cadherin,PF00028,495,590,796,Nothobranchius,kadleci
A0A1A8BWR6,1051664,E,disorder_prediction,mobidb-lite,171,200,531,Nothobranchius,kadleci
A0A1A8C426,1051664,E,Receptor L-domain,PF01030,48,158,1364,Nothobranchius,kadleci
A0A1A8CFD1,1051664,E,disorder_prediction,mobidb-lite,648,690,868,Nothobranchius,kadleci
A0A1A8CFJ3,1051664,E,Coagulation factor 5/8 C-terminal domain,PF00754,379,513,859,Nothobranchius,kadleci
A0A1A8CLC9,1051664,E,PLAC,PF08686,935,965,978,Nothobranchius,kadleci
A0A1A8CLK5,1051664,E,disorder_prediction,mobidb-lite,755,783,783,Nothobranchius,kadleci
A0A1A8CMA4,1051664,E,Sodium/potassium-transporting ATPase subunit beta,PF00287,33,297,303,Nothobranchius,kadleci
A0A1A8CMR3,1051664,E,HEAT repeat,PF02985,903,931,1093,Nothobranchius,kadleci
A0A1A8CQX6,1051664,E,Carbohydrate kinase FGGY C-terminal,PF02782,268,440,451,Nothobranchius,kadleci
A0A1A8DAH5,1051664,E,P-type ATPase N-terminal,PF16209,52,110,1177,Nothobranchius,kadleci
A0A1A8DC79,1051664,E,EGF-like calcium-binding domain,PF07645,141,177,461,Nothobranchius,kadleci
A0A1A8DD84,1051664,E,Tubulin-tyrosine ligase/Tubulin polyglutamylase,PF03133,17,297,1174,Nothobranchius,kadleci
A0A1A8DNB3,1051664,E,disorder_prediction,mobidb-lite,165,189,189,Nothobranchius,kadleci
A0A1A8DUN3,1051664,E,Protein kinase domain,PF00069,1,73,84,Nothobranchius,kadleci
A0A1A8E2X4,1051664,E,disorder_prediction,mobidb-lite,370,424,757,Nothobranchius,kadleci
A0A1A8E9N1,1051664,E,ABC transporter-like,PF00005,344,478,1212,Nothobranchius,kadleci
A0A1A8EFM3,1051664,E,Pentapeptide repeat,PF13599,509,573,736,Nothobranchius,kadleci
A0A1A8EGS5,1051664,E,WD40 repeat,PF00400,364,392,441,Nothobranchius,kadleci
A0A1A8EJA5,1051664,E,disorder_prediction,mobidb-lite,871,891,2703,Nothobranchius,kadleci
A0A1A8ER63,1143690,E,disorder_prediction,mobidb-lite,338,416,416,Nothobranchius,korthausae
A0A1A8F203,1143690,E,disorder_prediction,mobidb-lite,294,331,331,Nothobranchius,korthausae
A0A1A8F3C3,1143690,E,GPCR family 2 latrophilin C-terminal,PF02354,1102,1209,1220,Nothobranchius,korthausae
A0A1A8F7P6,1143690,E,Myotubularin-like phosphatase domain,PF06602,1,108,312,Nothobranchius,korthausae
A0A1A8F8E2,1143690,E,Protein NPAT C-terminal domain,PF15712,653,827,1300,Nothobranchius,korthausae
A0A1A8FF63,1143690,E,BTB/Kelch-associated,PF07707,151,250,604,Nothobranchius,korthausae
A0A1A8FG79,1143690,E,Pleckstrin homology domain,PF00169,831,933,1187,Nothobranchius,korthausae
A0A1A8FIV4,1143690,E,Sushi/SCR/CCP domain,PF00084,284,331,640,Nothobranchius,korthausae
A0A1A8FJ13,1143690,E,disorder_prediction,mobidb-lite,2228,2271,2471,Nothobranchius,korthausae
A0A1A8FJI3,1143690,E,Calmodulin-regulated spectrin-associated protein CH domain,PF11971,19,84,85,Nothobranchius,korthausae
A0A1A8FPM6,1143690,E,Domain of unknown function DUF3498,PF12004,672,1015,1046,Nothobranchius,korthausae
A0A1A8FSV3,1143690,E,SH3 domain,PF14604,402,453,560,Nothobranchius,korthausae
A0A1A8FTT7,1143690,E,Domain of unknown function DUF814,PF05670,10,99,207,Nothobranchius,korthausae
A0A1A8FU08,1143690,E,EGF-like domain,PF00008,1499,1530,1763,Nothobranchius,korthausae
A0A1A8FU70,1143690,E,PWWP domain,PF00855,1,72,501,Nothobranchius,korthausae
A0A1A8G4Y8,1143690,E,N-acetylglucosaminyltransferase II,PF05060,110,460,467,Nothobranchius,korthausae
A0A1A8G7T3,1143690,E,Leucine-rich repeat,PF13516,573,596,1401,Nothobranchius,korthausae
A0A1A8GAF7,1143690,E,Pleckstrin homology domain,PF00169,737,833,845,Nothobranchius,korthausae
A0A1A8GB10,1143690,E,disorder_prediction,mobidb-lite,460,506,721,Nothobranchius,korthausae
A0A1A8GLY4,1143690,E,Protein of unknown function DUF3689,PF12463,392,700,783,Nothobranchius,korthausae
A0A1A8GUR3,1143690,E,disorder_prediction,mobidb-lite,57,77,401,Nothobranchius,korthausae
A0A1A8H313,1143690,E,Sushi/SCR/CCP domain,PF00084,27,61,143,Nothobranchius,korthausae
A0A1A8H491,1143690,E,WD40 repeat,PF00400,346,375,384,Nothobranchius,korthausae
A0A1A8H543,1143690,E,disorder_prediction,mobidb-lite,588,671,671,Nothobranchius,korthausae
A0A1A8H5G7,1143690,E,Thrombospondin type-1 (TSP1) repeat,PF00090,608,658,1078,Nothobranchius,korthausae
A0A1A8HEL2,1143690,E,HAUS augmin-like complex subunit 5,PF14817,3,161,170,Nothobranchius,korthausae
A0A1A8HFY2,1143690,E,Dbl homology (DH) domain,PF00621,558,708,830,Nothobranchius,korthausae
A0A1A8HHY7,1143690,E,disorder_prediction,mobidb-lite,514,579,1013,Nothobranchius,korthausae
A0A1A8HI80,1143690,E,disorder_prediction,mobidb-lite,1617,1663,3928,Nothobranchius,korthausae
A0A1A8HP73,321403,E,disorder_prediction,mobidb-lite,597,651,1205,Nothobranchius,kuhntae
A0A1A8HZ86,321403,E,Ankyrin repeat-containing domain,PF12796,301,365,1210,Nothobranchius,kuhntae
A0A1A8I7V5,321403,E,Cathepsin propeptide inhibitor domain (I29),PF08246,27,86,330,Nothobranchius,kuhntae
A0A1A8IC59,321403,E,Epithelial sodium channel,PF00858,2,95,154,Nothobranchius,kuhntae
A0A1A8ID83,321403,E,Domain of unknown function DUF4749,PF15936,186,281,567,Nothobranchius,kuhntae
A0A1A8IIH2,321403,E,disorder_prediction,mobidb-lite,241,264,264,Nothobranchius,kuhntae
A0A1A8INR4,321403,E,Methyltransferase domain,PF13847,410,456,705,Nothobranchius,kuhntae
A0A1A8IRX3,321403,E,PLD-like domain,PF13918,222,397,484,Nothobranchius,kuhntae
A0A1A8ISW5,321403,E,EMI domain,PF07546,2,48,1112,Nothobranchius,kuhntae
A0A1A8IT50,321403,E,Neurohypophysial hormone,PF00184,40,118,156,Nothobranchius,kuhntae
A0A1A8IXP4,321403,E,disorder_prediction,mobidb-lite,260,307,496,Nothobranchius,kuhntae
A0A1A8IYU2,321403,E,uDENN domain,PF03456,48,107,1760,Nothobranchius,kuhntae
A0A1A8J0N2,321403,E,FCH domain,PF00611,10,88,586,Nothobranchius,kuhntae
A0A1A8J195,321403,E,Low-density lipoprotein (LDL) receptor class A repeat,PF00057,487,522,2307,Nothobranchius,kuhntae
A0A1A8J902,321403,E,Myozenin,PF05556,1,65,66,Nothobranchius,kuhntae
A0A1A8J9U0,321403,E,disorder_prediction,mobidb-lite,337,377,1073,Nothobranchius,kuhntae
A0A1A8JAR8,321403,E,Domain of unknown function DUF1736,PF08409,292,363,740,Nothobranchius,kuhntae
A0A1A8JDJ6,321403,E,disorder_prediction,mobidb-lite,126,344,1249,Nothobranchius,kuhntae
A0A1A8JDP8,321403,E,Vinculin/alpha-catenin,PF01044,336,866,905,Nothobranchius,kuhntae
A0A1A8JEN9,321403,E,Olfactomedin-like domain,PF02191,95,258,314,Nothobranchius,kuhntae
A0A1A8JFB3,321403,E,Protein of unknown function DUF737,PF05300,16,190,242,Nothobranchius,kuhntae
A0A1A8JJJ2,321403,E,disorder_prediction,mobidb-lite,1636,1696,1745,Nothobranchius,kuhntae
A0A1A8JTM6,321403,E,Filamin/ABP280 repeat-like,PF00630,1944,2029,2266,Nothobranchius,kuhntae
A0A1A8JTU6,321403,E,Galactose mutarotase N-terminal barrel,PF16863,194,293,975,Nothobranchius,kuhntae
A0A1A8JX18,321403,E,Kelch repeat type 1,PF01344,83,128,191,Nothobranchius,kuhntae
A0A1A8K1D1,321403,E,disorder_prediction,mobidb-lite,19,39,491,Nothobranchius,kuhntae
A0A1A8KLL5,321403,E,Armadillo,PF00514,366,405,1003,Nothobranchius,kuhntae
A0A1A8KUH1,321403,E,disorder_prediction,mobidb-lite,1427,1572,1572,Nothobranchius,kuhntae
A0A1A8KUL7,321403,E,disorder_prediction,mobidb-lite,472,492,492,Nothobranchius,kuhntae
A0A1A8KX01,321403,E,Laminin G domain,PF00054,3,132,160,Nothobranchius,kuhntae
A0A1A8L241,704102,E,disorder_prediction,mobidb-lite,688,885,885,Nothobranchius,pienaari
A0A1A8L2I5,704102,E,disorder_prediction,mobidb-lite,999,1149,1740,Nothobranchius,pienaari
A0A1A8L300,704102,E,disorder_prediction,mobidb-lite,348,411,1078,Nothobranchius,pienaari
A0A1A8L5B9,704102,E,disorder_prediction,mobidb-lite,614,671,671,Nothobranchius,pienaari
A0A1A8L799,704102,E,Cyclin N-terminal,PF00134,18,152,508,Nothobranchius,pienaari
A0A1A8L9G0,704102,E,disorder_prediction,mobidb-lite,307,368,368,Nothobranchius,pienaari
A0A1A8LF46,704102,E,Tyrosine-protein kinase ephrin type A/B receptor-like,PF07699,74,108,495,Nothobranchius,pienaari
A0A1A8LPW6,704102,E,Zinc finger PHD-finger,PF00628,799,846,861,Nothobranchius,pienaari
A0A1A8LUL2,704102,E,C2 domain,PF00168,345,453,471,Nothobranchius,pienaari
A0A1A8LWZ5,704102,E,Immunoglobulin I-set,PF07679,240,315,1028,Nothobranchius,pienaari
A0A1A8M1U0,704102,E,PFTB repeat,PF00432,147,185,468,Nothobranchius,pienaari
A0A1A8M2P1,704102,E,Kelch repeat type 1,PF01344,485,524,591,Nothobranchius,pienaari
A0A1A8M890,704102,E,DDHD domain,PF02862,744,951,963,Nothobranchius,pienaari
A0A1A8M8L7,704102,E,disorder_prediction,mobidb-lite,1300,1512,1798,Nothobranchius,pienaari
A0A1A8M9N4,704102,E,disorder_prediction,mobidb-lite,402,428,974,Nothobranchius,pienaari
A0A1A8MDY2,704102,E,BTB (POZ) domain containing 2 (Fragment) OS=Nothobranchius pienaari GN=BTBD2 PE=4 SV=1,LowComplexity,100,112,581,Nothobranchius,pienaari
A0A1A8MFB5,704102,E,disorder_prediction,mobidb-lite,1,68,713,Nothobranchius,pienaari
A0A1A8MSQ7,704102,E,Alpha carbonic anhydrase,PF00194,19,278,281,Nothobranchius,pienaari
A0A1A8MUQ9,704102,E,Cation-transporting P-type ATPase N-terminal,PF00690,5,72,1054,Nothobranchius,pienaari
A0A1A8MV28,704102,E,Zinc finger nuclear hormone receptor-type,PF00105,418,485,776,Nothobranchius,pienaari
A0A1A8N5W2,704102,E,LDLR class B repeat,PF00058,374,414,1617,Nothobranchius,pienaari
A0A1A8N5W2,704102,E,LDLR class B repeat,PF00058,676,716,1617,Nothobranchius,pienaari
A0A1A8N8M9,704102,E,disorder_prediction,mobidb-lite,693,762,1394,Nothobranchius,pienaari
A0A1A8N945,704102,E,HECT domain,PF00632,506,810,810,Nothobranchius,pienaari
A0A1A8NBS6,704102,E,CRAL-TRIO lipid binding domain,PF00650,80,245,399,Nothobranchius,pienaari
A0A1A8NI62,451742,E,disorder_prediction,mobidb-lite,885,994,2015,Nothobranchius,rachovii
A0A1A8NMU1,451742,E,Protein kinase domain,PF00069,13,227,299,Nothobranchius,rachovii
A0A1A8NPR7,704102,E,disorder_prediction,mobidb-lite,405,521,917,Nothobranchius,pienaari
A0A1A8NRJ6,451742,E,Cysteine-rich flanking region C-terminal,PF01463,244,267,1558,Nothobranchius,rachovii
A0A1A8NUP5,451742,E,disorder_prediction,mobidb-lite,245,286,767,Nothobranchius,rachovii
A0A1A8NW20,451742,E,Sushi/SCR/CCP domain,PF00084,446,503,1226,Nothobranchius,rachovii
A0A1A8NYJ0,704102,E,disorder_prediction,mobidb-lite,1181,1207,1207,Nothobranchius,pienaari
A0A1A8P9B4,451742,E,disorder_prediction,mobidb-lite,511,531,981,Nothobranchius,rachovii
A0A1A8P9J7,451742,E,Immunoglobulin I-set,PF07679,153,233,1522,Nothobranchius,rachovii
A0A1A8PAZ8,451742,E,Outer membrane protein  Iml2/Tetratricopeptide repeat protein 39,PF10300,25,309,309,Nothobranchius,rachovii
A0A1A8PB35,451742,E,Raftlin family,PF15250,191,373,437,Nothobranchius,rachovii
A0A1A8PC21,704102,E,disorder_prediction,mobidb-lite,839,907,907,Nothobranchius,pienaari
A0A1A8PHG2,451742,E,High mobility group box domain,PF09011,297,355,516,Nothobranchius,rachovii
A0A1A8PIK5,451742,E,disorder_prediction,mobidb-lite,81,133,730,Nothobranchius,rachovii
A0A1A8PP01,704102,E,disorder_prediction,mobidb-lite,1,43,157,Nothobranchius,pienaari
A0A1A8PPG6,451742,E,Arginine and glutamate-rich protein 1,PF15346,114,264,268,Nothobranchius,rachovii
A0A1A8PQ77,451742,E,Golgin A4 OS=Nothobranchius rachovii GN=GOLGA4 PE=4 SV=1,CoiledCoil,1531,1552,2074,Nothobranchius,rachovii
A0A1A8PYQ9,451742,E,PWWP domain,PF00855,225,339,767,Nothobranchius,rachovii
A0A1A8Q5P0,704102,E,Immunoglobulin V-set domain,PF07686,180,271,442,Nothobranchius,pienaari
A0A1A8QDL2,704102,E,Membrane bound O-acyl transferase MBOAT,PF03062,198,412,510,Nothobranchius,pienaari
A0A1A8QFW2,451742,E,Galectin carbohydrate recognition domain,PF00337,173,302,304,Nothobranchius,rachovii
